"ID","Vehicles"
20171026171,105
20171026181,115
20171026191,122
20171026201,103
20171026211,95
20171026221,88
20171026231,87
20171027001,83
20171027011,65
20171027021,58
20171027031,47
20171027041,40
20171027051,37
20171027061,43
20171027071,50
20171027081,62
20171027091,73
20171027101,93
20171027111,95
20171027121,111
20171027131,102
20171027141,92
20171027151,107
20171027161,103
20171027171,105
20171027181,115
20171027191,123
20171027201,103
20171027211,95
20171027221,88
20171027231,87
20171028001,83
20171028011,64
20171028021,58
20171028031,46
20171028041,40
20171028051,37
20171028061,43
20171028071,50
20171028081,62
20171028091,73
20171028101,93
20171028111,95
20171028121,111
20171028131,102
20171028141,92
20171028151,107
20171028161,103
20171028171,104
20171028181,115
20171028191,123
20171028201,103
20171028211,95
20171028221,88
20171028231,87
20171029001,83
20171029011,64
20171029021,58
20171029031,45
20171029041,40
20171029051,37
20171029061,43
20171029071,50
20171029081,62
20171029091,73
20171029101,94
20171029111,95
20171029121,111
20171029131,102
20171029141,92
20171029151,108
20171029161,103
20171029171,104
20171029181,115
20171029191,123
20171029201,103
20171029211,95
20171029221,88
20171029231,87
20171030001,83
20171030011,64
20171030021,58
20171030031,45
20171030041,40
20171030051,37
20171030061,43
20171030071,50
20171030081,63
20171030091,73
20171030101,94
20171030111,95
20171030121,111
20171030131,102
20171030141,92
20171030151,108
20171030161,104
20171030171,105
20171030181,115
20171030191,123
20171030201,103
20171030211,95
20171030221,88
20171030231,87
20171031001,83
20171031011,65
20171031021,58
20171031031,47
20171031041,40
20171031051,37
20171031061,43
20171031071,50
20171031081,63
20171031091,73
20171031101,94
20171031111,95
20171031121,111
20171031131,102
20171031141,92
20171031151,108
20171031161,104
20171031171,105
20171031181,116
20171031191,123
20171031201,103
20171031211,95
20171031221,88
20171031231,87
20170701002,28
20170701012,26
20170701022,22
20170701032,16
20170701042,14
20170701052,13
20170701062,14
20170701072,14
20170701082,15
20170701092,17
20170701102,19
20170701112,26
20170701122,23
20170701132,29
20170701142,27
20170701152,30
20170701162,27
20170701172,27
20170701182,27
20170701192,30
20170701202,30
20170701212,27
20170701222,26
20170701232,26
20170702002,25
20170702012,25
20170702022,19
20170702032,14
20170702042,14
20170702052,13
20170702062,13
20170702072,13
20170702082,16
20170702092,15
20170702102,16
20170702112,25
20170702122,23
20170702132,27
20170702142,23
20170702152,30
20170702162,28
20170702172,26
20170702182,27
20170702192,31
20170702202,30
20170702212,26
20170702222,27
20170702232,27
20170703002,27
20170703012,24
20170703022,19
20170703032,17
20170703042,15
20170703052,15
20170703062,13
20170703072,14
20170703082,16
20170703092,16
20170703102,19
20170703112,25
20170703122,26
20170703132,26
20170703142,25
20170703152,31
20170703162,30
20170703172,29
20170703182,31
20170703192,35
20170703202,33
20170703212,28
20170703222,29
20170703232,32
20170704002,31
20170704012,25
20170704022,22
20170704032,20
20170704042,15
20170704052,15
20170704062,14
20170704072,16
20170704082,17
20170704092,18
20170704102,22
20170704112,26
20170704122,29
20170704132,27
20170704142,31
20170704152,33
20170704162,31
20170704172,33
20170704182,37
20170704192,40
20170704202,37
20170704212,31
20170704222,32
20170704232,35
20170705002,34
20170705012,26
20170705022,24
20170705032,22
20170705042,16
20170705052,15
20170705062,15
20170705072,18
20170705082,17
20170705092,20
20170705102,23
20170705112,26
20170705122,31
20170705132,28
20170705142,36
20170705152,33
20170705162,31
20170705172,35
20170705182,40
20170705192,41
20170705202,39
20170705212,33
20170705222,32
20170705232,35
20170706002,34
20170706012,27
20170706022,25
20170706032,22
20170706042,15
20170706052,15
20170706062,15
20170706072,18
20170706082,17
20170706092,21
20170706102,24
20170706112,26
20170706122,30
20170706132,29
20170706142,36
20170706152,33
20170706162,31
20170706172,35
20170706182,38
20170706192,39
20170706202,38
20170706212,32
20170706222,31
20170706232,33
20170707002,32
20170707012,27
20170707022,24
20170707032,20
20170707042,15
20170707052,14
20170707062,15
20170707072,17
20170707082,16
20170707092,20
20170707102,23
20170707112,26
20170707122,28
20170707132,29
20170707142,33
20170707152,32
20170707162,30
20170707172,32
20170707182,34
20170707192,35
20170707202,35
20170707212,30
20170707222,30
20170707232,30
20170708002,29
20170708012,26
20170708022,23
20170708032,18
20170708042,15
20170708052,14
20170708062,15
20170708072,16
20170708082,16
20170708092,19
20170708102,20
20170708112,26
20170708122,27
20170708132,29
20170708142,30
20170708152,32
20170708162,29
20170708172,30
20170708182,31
20170708192,33
20170708202,33
20170708212,28
20170708222,28
20170708232,29
20170709002,28
20170709012,26
20170709022,22
20170709032,17
20170709042,15
20170709052,14
20170709062,15
20170709072,16
20170709082,16
20170709092,18
20170709102,18
20170709112,26
20170709122,26
20170709132,28
20170709142,28
20170709152,32
20170709162,30
20170709172,29
20170709182,31
20170709192,33
20170709202,33
20170709212,28
20170709222,28
20170709232,30
20170710002,29
20170710012,26
20170710022,21
20170710032,18
20170710042,15
20170710052,14
20170710062,14
20170710072,16
20170710082,16
20170710092,18
20170710102,20
20170710112,26
20170710122,27
20170710132,28
20170710142,29
20170710152,32
20170710162,30
20170710172,30
20170710182,33
20170710192,36
20170710202,34
20170710212,29
20170710222,30
20170710232,31
20170711002,30
20170711012,26
20170711022,22
20170711032,19
20170711042,15
20170711052,15
20170711062,15
20170711072,16
20170711082,17
20170711092,19
20170711102,21
20170711112,26
20170711122,28
20170711132,28
20170711142,31
20170711152,33
20170711162,30
20170711172,32
20170711182,35
20170711192,38
20170711202,36
20170711212,30
20170711222,31
20170711232,33
20170712002,32
20170712012,26
20170712022,23
20170712032,20
20170712042,15
20170712052,15
20170712062,15
20170712072,17
20170712082,17
20170712092,19
20170712102,23
20170712112,26
20170712122,29
20170712132,29
20170712142,33
20170712152,33
20170712162,30
20170712172,33
20170712182,37
20170712192,39
20170712202,37
20170712212,31
20170712222,31
20170712232,33
20170713002,32
20170713012,27
20170713022,24
20170713032,20
20170713042,15
20170713052,15
20170713062,15
20170713072,17
20170713082,17
20170713092,19
20170713102,23
20170713112,26
20170713122,29
20170713132,29
20170713142,33
20170713152,33
20170713162,30
20170713172,33
20170713182,36
20170713192,38
20170713202,37
20170713212,31
20170713222,31
20170713232,32
20170714002,32
20170714012,27
20170714022,24
20170714032,19
20170714042,15
20170714052,14
20170714062,15
20170714072,17
20170714082,16
20170714092,19
20170714102,22
20170714112,26
20170714122,28
20170714132,29
20170714142,32
20170714152,33
20170714162,30
20170714172,32
20170714182,34
20170714192,36
20170714202,35
20170714212,30
20170714222,30
20170714232,31
20170715002,30
20170715012,27
20170715022,23
20170715032,19
20170715042,15
20170715052,14
20170715062,15
20170715072,16
20170715082,16
20170715092,19
20170715102,20
20170715112,26
20170715122,28
20170715132,29
20170715142,31
20170715152,33
20170715162,30
20170715172,31
20170715182,33
20170715192,35
20170715202,34
20170715212,29
20170715222,29
20170715232,31
20170716002,29
20170716012,26
20170716022,22
20170716032,18
20170716042,15
20170716052,14
20170716062,15
20170716072,16
20170716082,16
20170716092,19
20170716102,19
20170716112,26
20170716122,28
20170716132,29
20170716142,30
20170716152,33
20170716162,30
20170716172,30
20170716182,33
20170716192,35
20170716202,34
20170716212,29
20170716222,29
20170716232,31
20170717002,29
20170717012,26
20170717022,22
20170717032,19
20170717042,15
20170717052,14
20170717062,15
20170717072,16
20170717082,17
20170717092,19
20170717102,20
20170717112,26
20170717122,28
20170717132,29
20170717142,30
20170717152,33
20170717162,30
20170717172,31
20170717182,33
20170717192,36
20170717202,35
20170717212,29
20170717222,30
20170717232,32
20170718002,30
20170718012,27
20170718022,22
20170718032,19
20170718042,15
20170718052,15
20170718062,15
20170718072,17
20170718082,17
20170718092,19
20170718102,21
20170718112,26
20170718122,28
20170718132,29
20170718142,31
20170718152,33
20170718162,30
20170718172,32
20170718182,35
20170718192,37
20170718202,36
20170718212,30
20170718222,30
20170718232,32
20170719002,31
20170719012,27
20170719022,23
20170719032,19
20170719042,15
20170719052,15
20170719062,15
20170719072,17
20170719082,17
20170719092,19
20170719102,22
20170719112,26
20170719122,28
20170719132,29
20170719142,32
20170719152,33
20170719162,30
20170719172,32
20170719182,35
20170719192,38
20170719202,36
20170719212,31
20170719222,30
20170719232,33
20170720002,32
20170720012,27
20170720022,23
20170720032,19
20170720042,15
20170720052,15
20170720062,15
20170720072,17
20170720082,17
20170720092,19
20170720102,23
20170720112,26
20170720122,28
20170720132,29
20170720142,32
20170720152,33
20170720162,30
20170720172,32
20170720182,35
20170720192,37
20170720202,36
20170720212,31
20170720222,30
20170720232,32
20170721002,31
20170721012,27
20170721022,23
20170721032,19
20170721042,15
20170721052,15
20170721062,15
20170721072,17
20170721082,16
20170721092,19
20170721102,22
20170721112,27
20170721122,28
20170721132,29
20170721142,32
20170721152,33
20170721162,30
20170721172,32
20170721182,34
20170721192,36
20170721202,35
20170721212,30
20170721222,30
20170721232,32
20170722002,30
20170722012,27
20170722022,23
20170722032,19
20170722042,15
20170722052,14
20170722062,15
20170722072,17
20170722082,16
20170722092,19
20170722102,21
20170722112,27
20170722122,28
20170722132,29
20170722142,31
20170722152,33
20170722162,30
20170722172,31
20170722182,34
20170722192,35
20170722202,35
20170722212,29
20170722222,30
20170722232,32
20170723002,30
20170723012,27
20170723022,23
20170723032,19
20170723042,15
20170723052,14
20170723062,15
20170723072,17
20170723082,16
20170723092,19
20170723102,20
20170723112,27
20170723122,28
20170723132,29
20170723142,31
20170723152,33
20170723162,31
20170723172,31
20170723182,33
20170723192,35
20170723202,35
20170723212,29
20170723222,30
20170723232,32
20170724002,30
20170724012,27
20170724022,23
20170724032,19
20170724042,15
20170724052,14
20170724062,15
20170724072,17
20170724082,17
20170724092,19
20170724102,20
20170724112,27
20170724122,28
20170724132,29
20170724142,31
20170724152,33
20170724162,31
20170724172,31
20170724182,34
20170724192,36
20170724202,35
20170724212,29
20170724222,30
20170724232,32
20170725002,30
20170725012,27
20170725022,23
20170725032,19
20170725042,15
20170725052,15
20170725062,15
20170725072,17
20170725082,17
20170725092,19
20170725102,21
20170725112,27
20170725122,28
20170725132,29
20170725142,31
20170725152,33
20170725162,31
20170725172,32
20170725182,34
20170725192,37
20170725202,35
20170725212,30
20170725222,30
20170725232,32
20170726002,31
20170726012,27
20170726022,23
20170726032,19
20170726042,15
20170726052,15
20170726062,15
20170726072,17
20170726082,17
20170726092,19
20170726102,22
20170726112,27
20170726122,28
20170726132,29
20170726142,32
20170726152,33
20170726162,31
20170726172,32
20170726182,35
20170726192,37
20170726202,36
20170726212,30
20170726222,30
20170726232,32
20170727002,31
20170727012,27
20170727022,23
20170727032,19
20170727042,15
20170727052,15
20170727062,15
20170727072,17
20170727082,16
20170727092,19
20170727102,22
20170727112,27
20170727122,28
20170727132,29
20170727142,32
20170727152,33
20170727162,31
20170727172,32
20170727182,35
20170727192,37
20170727202,36
20170727212,30
20170727222,30
20170727232,32
20170728002,31
20170728012,27
20170728022,23
20170728032,19
20170728042,15
20170728052,15
20170728062,15
20170728072,17
20170728082,16
20170728092,19
20170728102,22
20170728112,27
20170728122,28
20170728132,29
20170728142,31
20170728152,33
20170728162,31
20170728172,32
20170728182,34
20170728192,36
20170728202,35
20170728212,30
20170728222,30
20170728232,32
20170729002,31
20170729012,27
20170729022,23
20170729032,19
20170729042,15
20170729052,14
20170729062,15
20170729072,17
20170729082,16
20170729092,19
20170729102,21
20170729112,27
20170729122,28
20170729132,29
20170729142,31
20170729152,33
20170729162,31
20170729172,31
20170729182,34
20170729192,36
20170729202,35
20170729212,30
20170729222,30
20170729232,32
20170730002,30
20170730012,27
20170730022,23
20170730032,19
20170730042,15
20170730052,14
20170730062,15
20170730072,17
20170730082,16
20170730092,19
20170730102,20
20170730112,27
20170730122,28
20170730132,29
20170730142,31
20170730152,33
20170730162,31
20170730172,31
20170730182,34
20170730192,36
20170730202,35
20170730212,29
20170730222,30
20170730232,32
20170731002,30
20170731012,27
20170731022,23
20170731032,19
20170731042,15
20170731052,14
20170731062,15
20170731072,17
20170731082,17
20170731092,19
20170731102,21
20170731112,27
20170731122,28
20170731132,29
20170731142,31
20170731152,33
20170731162,31
20170731172,31
20170731182,34
20170731192,36
20170731202,35
20170731212,30
20170731222,30
20170731232,32
20170801002,30
20170801012,27
20170801022,23
20170801032,19
20170801042,15
20170801052,14
20170801062,15
20170801072,17
20170801082,17
20170801092,19
20170801102,21
20170801112,27
20170801122,28
20170801132,29
20170801142,31
20170801152,33
20170801162,31
20170801172,32
20170801182,34
20170801192,37
20170801202,35
20170801212,30
20170801222,30
20170801232,32
20170802002,31
20170802012,27
20170802022,23
20170802032,19
20170802042,15
20170802052,15
20170802062,15
20170802072,17
20170802082,17
20170802092,19
20170802102,22
20170802112,27
20170802122,28
20170802132,29
20170802142,31
20170802152,33
20170802162,31
20170802172,32
20170802182,34
20170802192,37
20170802202,35
20170802212,30
20170802222,30
20170802232,33
20170803002,31
20170803012,27
20170803022,23
20170803032,19
20170803042,15
20170803052,15
20170803062,15
20170803072,17
20170803082,16
20170803092,19
20170803102,22
20170803112,27
20170803122,28
20170803132,29
20170803142,31
20170803152,33
20170803162,31
20170803172,32
20170803182,34
20170803192,37
20170803202,35
20170803212,30
20170803222,30
20170803232,33
20170804002,31
20170804012,27
20170804022,23
20170804032,19
20170804042,15
20170804052,15
20170804062,15
20170804072,17
20170804082,16
20170804092,19
20170804102,22
20170804112,27
20170804122,28
20170804132,29
20170804142,31
20170804152,33
20170804162,31
20170804172,32
20170804182,34
20170804192,36
20170804202,35
20170804212,30
20170804222,30
20170804232,32
20170805002,31
20170805012,27
20170805022,23
20170805032,19
20170805042,15
20170805052,14
20170805062,15
20170805072,17
20170805082,16
20170805092,19
20170805102,21
20170805112,27
20170805122,28
20170805132,29
20170805142,31
20170805152,34
20170805162,31
20170805172,31
20170805182,34
20170805192,36
20170805202,35
20170805212,30
20170805222,30
20170805232,32
20170806002,30
20170806012,27
20170806022,23
20170806032,19
20170806042,15
20170806052,14
20170806062,15
20170806072,17
20170806082,17
20170806092,19
20170806102,21
20170806112,27
20170806122,28
20170806132,29
20170806142,31
20170806152,34
20170806162,31
20170806172,31
20170806182,34
20170806192,36
20170806202,35
20170806212,30
20170806222,30
20170806232,32
20170807002,30
20170807012,27
20170807022,23
20170807032,19
20170807042,15
20170807052,14
20170807062,15
20170807072,17
20170807082,17
20170807092,19
20170807102,21
20170807112,27
20170807122,28
20170807132,29
20170807142,31
20170807152,34
20170807162,31
20170807172,31
20170807182,34
20170807192,36
20170807202,35
20170807212,30
20170807222,30
20170807232,33
20170808002,31
20170808012,27
20170808022,23
20170808032,19
20170808042,15
20170808052,14
20170808062,15
20170808072,17
20170808082,17
20170808092,19
20170808102,21
20170808112,27
20170808122,28
20170808132,29
20170808142,31
20170808152,34
20170808162,31
20170808172,32
20170808182,34
20170808192,36
20170808202,35
20170808212,30
20170808222,30
20170808232,33
20170809002,31
20170809012,27
20170809022,23
20170809032,19
20170809042,15
20170809052,15
20170809062,15
20170809072,17
20170809082,17
20170809092,19
20170809102,22
20170809112,27
20170809122,28
20170809132,30
20170809142,31
20170809152,34
20170809162,31
20170809172,32
20170809182,34
20170809192,37
20170809202,35
20170809212,30
20170809222,30
20170809232,33
20170810002,31
20170810012,27
20170810022,23
20170810032,19
20170810042,15
20170810052,15
20170810062,15
20170810072,17
20170810082,16
20170810092,19
20170810102,22
20170810112,27
20170810122,28
20170810132,30
20170810142,31
20170810152,34
20170810162,31
20170810172,32
20170810182,34
20170810192,36
20170810202,35
20170810212,30
20170810222,30
20170810232,33
20170811002,31
20170811012,27
20170811022,23
20170811032,19
20170811042,15
20170811052,15
20170811062,15
20170811072,17
20170811082,16
20170811092,19
20170811102,21
20170811112,27
20170811122,28
20170811132,30
20170811142,31
20170811152,34
20170811162,31
20170811172,32
20170811182,34
20170811192,36
20170811202,35
20170811212,30
20170811222,30
20170811232,33
20170812002,31
20170812012,27
20170812022,23
20170812032,19
20170812042,15
20170812052,14
20170812062,15
20170812072,17
20170812082,16
20170812092,19
20170812102,21
20170812112,27
20170812122,28
20170812132,30
20170812142,31
20170812152,34
20170812162,31
20170812172,31
20170812182,34
20170812192,36
20170812202,35
20170812212,30
20170812222,30
20170812232,33
20170813002,31
20170813012,27
20170813022,23
20170813032,19
20170813042,15
20170813052,14
20170813062,15
20170813072,17
20170813082,17
20170813092,19
20170813102,21
20170813112,27
20170813122,28
20170813132,30
20170813142,31
20170813152,34
20170813162,31
20170813172,31
20170813182,34
20170813192,36
20170813202,35
20170813212,30
20170813222,30
20170813232,33
20170814002,31
20170814012,27
20170814022,23
20170814032,19
20170814042,15
20170814052,14
20170814062,15
20170814072,17
20170814082,17
20170814092,19
20170814102,21
20170814112,27
20170814122,28
20170814132,30
20170814142,31
20170814152,34
20170814162,31
20170814172,31
20170814182,34
20170814192,36
20170814202,35
20170814212,30
20170814222,30
20170814232,33
20170815002,31
20170815012,27
20170815022,23
20170815032,19
20170815042,15
20170815052,14
20170815062,15
20170815072,17
20170815082,17
20170815092,19
20170815102,21
20170815112,27
20170815122,28
20170815132,30
20170815142,31
20170815152,34
20170815162,31
20170815172,32
20170815182,34
20170815192,36
20170815202,35
20170815212,30
20170815222,30
20170815232,33
20170816002,31
20170816012,28
20170816022,23
20170816032,19
20170816042,15
20170816052,15
20170816062,15
20170816072,17
20170816082,17
20170816092,19
20170816102,21
20170816112,27
20170816122,28
20170816132,30
20170816142,31
20170816152,34
20170816162,31
20170816172,32
20170816182,34
20170816192,36
20170816202,35
20170816212,30
20170816222,30
20170816232,33
20170817002,31
20170817012,28
20170817022,23
20170817032,19
20170817042,15
20170817052,15
20170817062,15
20170817072,17
20170817082,17
20170817092,19
20170817102,22
20170817112,27
20170817122,28
20170817132,30
20170817142,31
20170817152,34
20170817162,31
20170817172,32
20170817182,34
20170817192,36
20170817202,35
20170817212,30
20170817222,30
20170817232,33
20170818002,31
20170818012,28
20170818022,23
20170818032,19
20170818042,15
20170818052,15
20170818062,15
20170818072,17
20170818082,17
20170818092,19
20170818102,21
20170818112,27
20170818122,28
20170818132,30
20170818142,31
20170818152,34
20170818162,31
20170818172,32
20170818182,34
20170818192,36
20170818202,35
20170818212,30
20170818222,30
20170818232,33
20170819002,31
20170819012,28
20170819022,23
20170819032,19
20170819042,15
20170819052,14
20170819062,15
20170819072,17
20170819082,17
20170819092,19
20170819102,21
20170819112,27
20170819122,28
20170819132,30
20170819142,31
20170819152,34
20170819162,31
20170819172,31
20170819182,34
20170819192,36
20170819202,35
20170819212,30
20170819222,30
20170819232,33
20170820002,31
20170820012,28
20170820022,23
20170820032,19
20170820042,15
20170820052,14
20170820062,15
20170820072,17
20170820082,17
20170820092,19
20170820102,21
20170820112,27
20170820122,28
20170820132,30
20170820142,31
20170820152,34
20170820162,32
20170820172,31
20170820182,34
20170820192,36
20170820202,35
20170820212,30
20170820222,30
20170820232,33
20170821002,31
20170821012,28
20170821022,23
20170821032,19
20170821042,15
20170821052,14
20170821062,15
20170821072,17
20170821082,17
20170821092,19
20170821102,21
20170821112,27
20170821122,28
20170821132,30
20170821142,31
20170821152,34
20170821162,32
20170821172,31
20170821182,34
20170821192,36
20170821202,35
20170821212,30
20170821222,30
20170821232,33
20170822002,31
20170822012,28
20170822022,23
20170822032,19
20170822042,15
20170822052,14
20170822062,15
20170822072,17
20170822082,17
20170822092,19
20170822102,21
20170822112,27
20170822122,28
20170822132,30
20170822142,31
20170822152,34
20170822162,32
20170822172,32
20170822182,34
20170822192,36
20170822202,35
20170822212,30
20170822222,30
20170822232,33
20170823002,31
20170823012,28
20170823022,23
20170823032,19
20170823042,15
20170823052,14
20170823062,15
20170823072,17
20170823082,17
20170823092,19
20170823102,21
20170823112,27
20170823122,28
20170823132,30
20170823142,31
20170823152,34
20170823162,32
20170823172,32
20170823182,34
20170823192,36
20170823202,35
20170823212,30
20170823222,30
20170823232,33
20170824002,31
20170824012,28
20170824022,23
20170824032,19
20170824042,15
20170824052,14
20170824062,15
20170824072,17
20170824082,17
20170824092,19
20170824102,21
20170824112,28
20170824122,28
20170824132,30
20170824142,31
20170824152,34
20170824162,32
20170824172,32
20170824182,34
20170824192,36
20170824202,35
20170824212,30
20170824222,30
20170824232,33
20170825002,31
20170825012,28
20170825022,23
20170825032,19
20170825042,15
20170825052,14
20170825062,15
20170825072,17
20170825082,17
20170825092,19
20170825102,21
20170825112,28
20170825122,28
20170825132,30
20170825142,31
20170825152,34
20170825162,32
20170825172,32
20170825182,34
20170825192,36
20170825202,35
20170825212,30
20170825222,30
20170825232,33
20170826002,31
20170826012,28
20170826022,23
20170826032,19
20170826042,15
20170826052,14
20170826062,15
20170826072,17
20170826082,17
20170826092,19
20170826102,21
20170826112,28
20170826122,28
20170826132,30
20170826142,31
20170826152,34
20170826162,32
20170826172,32
20170826182,34
20170826192,36
20170826202,35
20170826212,30
20170826222,30
20170826232,33
20170827002,31
20170827012,28
20170827022,23
20170827032,19
20170827042,15
20170827052,14
20170827062,15
20170827072,17
20170827082,17
20170827092,19
20170827102,21
20170827112,28
20170827122,28
20170827132,30
20170827142,31
20170827152,34
20170827162,32
20170827172,31
20170827182,34
20170827192,36
20170827202,35
20170827212,30
20170827222,30
20170827232,33
20170828002,31
20170828012,28
20170828022,23
20170828032,19
20170828042,15
20170828052,14
20170828062,15
20170828072,17
20170828082,17
20170828092,19
20170828102,21
20170828112,28
20170828122,28
20170828132,30
20170828142,31
20170828152,34
20170828162,32
20170828172,32
20170828182,34
20170828192,36
20170828202,35
20170828212,30
20170828222,30
20170828232,33
20170829002,31
20170829012,28
20170829022,23
20170829032,19
20170829042,15
20170829052,14
20170829062,15
20170829072,17
20170829082,17
20170829092,19
20170829102,21
20170829112,28
20170829122,28
20170829132,30
20170829142,31
20170829152,34
20170829162,32
20170829172,32
20170829182,34
20170829192,36
20170829202,35
20170829212,30
20170829222,30
20170829232,33
20170830002,31
20170830012,28
20170830022,23
20170830032,19
20170830042,15
20170830052,14
20170830062,15
20170830072,17
20170830082,17
20170830092,19
20170830102,21
20170830112,28
20170830122,28
20170830132,30
20170830142,31
20170830152,35
20170830162,32
20170830172,32
20170830182,34
20170830192,36
20170830202,35
20170830212,30
20170830222,30
20170830232,33
20170831002,31
20170831012,28
20170831022,23
20170831032,19
20170831042,15
20170831052,14
20170831062,15
20170831072,17
20170831082,17
20170831092,19
20170831102,21
20170831112,28
20170831122,28
20170831132,30
20170831142,31
20170831152,35
20170831162,32
20170831172,32
20170831182,34
20170831192,36
20170831202,35
20170831212,30
20170831222,30
20170831232,33
20170901002,31
20170901012,28
20170901022,23
20170901032,19
20170901042,15
20170901052,14
20170901062,15
20170901072,17
20170901082,17
20170901092,19
20170901102,21
20170901112,28
20170901122,28
20170901132,30
20170901142,31
20170901152,35
20170901162,32
20170901172,32
20170901182,34
20170901192,36
20170901202,35
20170901212,30
20170901222,30
20170901232,34
20170902002,31
20170902012,28
20170902022,23
20170902032,19
20170902042,15
20170902052,14
20170902062,15
20170902072,17
20170902082,17
20170902092,19
20170902102,21
20170902112,28
20170902122,28
20170902132,30
20170902142,31
20170902152,35
20170902162,32
20170902172,32
20170902182,34
20170902192,36
20170902202,35
20170902212,30
20170902222,30
20170902232,34
20170903002,31
20170903012,28
20170903022,23
20170903032,19
20170903042,15
20170903052,14
20170903062,15
20170903072,17
20170903082,17
20170903092,19
20170903102,21
20170903112,28
20170903122,28
20170903132,30
20170903142,31
20170903152,35
20170903162,32
20170903172,32
20170903182,34
20170903192,36
20170903202,35
20170903212,30
20170903222,30
20170903232,34
20170904002,31
20170904012,28
20170904022,23
20170904032,19
20170904042,15
20170904052,14
20170904062,15
20170904072,17
20170904082,17
20170904092,19
20170904102,21
20170904112,28
20170904122,28
20170904132,30
20170904142,31
20170904152,35
20170904162,32
20170904172,32
20170904182,34
20170904192,36
20170904202,35
20170904212,30
20170904222,30
20170904232,34
20170905002,31
20170905012,28
20170905022,23
20170905032,19
20170905042,15
20170905052,14
20170905062,15
20170905072,17
20170905082,17
20170905092,19
20170905102,21
20170905112,28
20170905122,28
20170905132,30
20170905142,31
20170905152,35
20170905162,32
20170905172,32
20170905182,34
20170905192,36
20170905202,35
20170905212,30
20170905222,30
20170905232,34
20170906002,31
20170906012,28
20170906022,23
20170906032,19
20170906042,15
20170906052,14
20170906062,15
20170906072,17
20170906082,17
20170906092,19
20170906102,21
20170906112,28
20170906122,28
20170906132,30
20170906142,31
20170906152,35
20170906162,32
20170906172,32
20170906182,34
20170906192,36
20170906202,35
20170906212,30
20170906222,30
20170906232,34
20170907002,31
20170907012,28
20170907022,23
20170907032,19
20170907042,15
20170907052,14
20170907062,15
20170907072,17
20170907082,17
20170907092,19
20170907102,21
20170907112,28
20170907122,28
20170907132,31
20170907142,31
20170907152,35
20170907162,32
20170907172,32
20170907182,34
20170907192,36
20170907202,35
20170907212,30
20170907222,30
20170907232,34
20170908002,31
20170908012,28
20170908022,23
20170908032,19
20170908042,15
20170908052,14
20170908062,15
20170908072,17
20170908082,17
20170908092,19
20170908102,21
20170908112,28
20170908122,28
20170908132,31
20170908142,31
20170908152,35
20170908162,32
20170908172,32
20170908182,34
20170908192,36
20170908202,35
20170908212,30
20170908222,30
20170908232,34
20170909002,31
20170909012,28
20170909022,23
20170909032,19
20170909042,15
20170909052,14
20170909062,15
20170909072,18
20170909082,17
20170909092,19
20170909102,21
20170909112,28
20170909122,28
20170909132,31
20170909142,31
20170909152,35
20170909162,32
20170909172,32
20170909182,34
20170909192,36
20170909202,35
20170909212,30
20170909222,30
20170909232,34
20170910002,31
20170910012,28
20170910022,23
20170910032,19
20170910042,15
20170910052,14
20170910062,15
20170910072,18
20170910082,17
20170910092,19
20170910102,21
20170910112,28
20170910122,28
20170910132,31
20170910142,31
20170910152,35
20170910162,32
20170910172,32
20170910182,34
20170910192,36
20170910202,35
20170910212,30
20170910222,30
20170910232,34
20170911002,31
20170911012,28
20170911022,23
20170911032,19
20170911042,15
20170911052,14
20170911062,15
20170911072,18
20170911082,17
20170911092,19
20170911102,21
20170911112,28
20170911122,28
20170911132,31
20170911142,31
20170911152,35
20170911162,32
20170911172,32
20170911182,34
20170911192,36
20170911202,35
20170911212,30
20170911222,30
20170911232,34
20170912002,31
20170912012,28
20170912022,23
20170912032,19
20170912042,15
20170912052,14
20170912062,15
20170912072,18
20170912082,17
20170912092,19
20170912102,21
20170912112,28
20170912122,28
20170912132,31
20170912142,31
20170912152,35
20170912162,32
20170912172,32
20170912182,34
20170912192,36
20170912202,35
20170912212,30
20170912222,30
20170912232,34
20170913002,31
20170913012,28
20170913022,23
20170913032,19
20170913042,15
20170913052,14
20170913062,15
20170913072,18
20170913082,17
20170913092,19
20170913102,21
20170913112,28
20170913122,28
20170913132,31
20170913142,31
20170913152,35
20170913162,32
20170913172,32
20170913182,34
20170913192,36
20170913202,35
20170913212,30
20170913222,30
20170913232,34
20170914002,31
20170914012,28
20170914022,23
20170914032,19
20170914042,15
20170914052,14
20170914062,15
20170914072,18
20170914082,17
20170914092,19
20170914102,21
20170914112,28
20170914122,28
20170914132,31
20170914142,31
20170914152,35
20170914162,32
20170914172,32
20170914182,34
20170914192,36
20170914202,35
20170914212,30
20170914222,30
20170914232,34
20170915002,31
20170915012,28
20170915022,23
20170915032,19
20170915042,15
20170915052,14
20170915062,15
20170915072,18
20170915082,17
20170915092,19
20170915102,21
20170915112,28
20170915122,28
20170915132,31
20170915142,31
20170915152,35
20170915162,32
20170915172,32
20170915182,34
20170915192,36
20170915202,35
20170915212,30
20170915222,30
20170915232,34
20170916002,31
20170916012,28
20170916022,23
20170916032,19
20170916042,15
20170916052,14
20170916062,15
20170916072,18
20170916082,17
20170916092,19
20170916102,21
20170916112,28
20170916122,28
20170916132,31
20170916142,31
20170916152,35
20170916162,32
20170916172,32
20170916182,34
20170916192,36
20170916202,35
20170916212,30
20170916222,30
